UNIQUE_IDENTIFIER,NUM_NEARBY_SHIPS
36 000000004426060,0
36 000000004426080,0
36 000000004426090,0
36 000000004426240,0
36 000000004426299,0
36 000000004426331,0
36 000000004426332,0
36 000000004426450,0
36 000000004426460,0
36 000000004431020,0
36 000000004431030,0
36 000000004431040,0
36 000000004433020,0
36 000000004433030,0
36 000000004433040,0
36 000000004433050,0
36 000000004433071,0
36 000000004433072,0
36 000000004433080,0
36 000000004433099,0
36 000000004433110,1
36 000000004433130,0
36 000000004433140,0
36 000000004434060,1
36 000000004434070,1
36 000000004434090,0
36 000000004434120,0
36 000000004434140,0
36 000000004434190,51
36 000000004435010,0
36 000000004435021,0
36 000000004435022,0
36 000000004435070,0
36 000000004435080,0
36 000000004435090,0
36 000000004435100,0
36 000000004437030,0
36 000000004437060,0
36 000000004437080,0
36 000000004437090,0
36 000000004437110,0
36 000000004437130,0
36 000000004437150,0
36 000000004437160,0
36 000000004437170,0
36 000000004437180,0
36 000000004437190,0
36 000000004437200,0
36 000000004437220,0
36 000000004437230,0
36 000000004437290,0
36 000000004437300,1
36 000000004443010,0
36 000000004443020,0
36 000000004443030,0
36 000000004443040,0
36 000000004443050,0
36 000000004443060,0
36 000000004443070,0
36 000000004443080,0
36 000000004443090,0
36 000000004443100,0
36 000000004443110,0
36 000000004443120,0
36 000000004443130,0
36 000000004443140,0
36 000000004443150,0
36 000000004443160,0
36 000000004443180,0
36 000000004443190,0
36 000000004443200,0
36 000000004443210,0
36 000000004443220,0
36 000000004443230,0
36 000000004443240,0
36 000000004443250,0
36 000000004443260,0
36 000000004443270,0
36 000000004443289,0
36 000000004443290,0
36 000000004443300,0
36 000000004443310,0
36 000000004443330,0
36 000000004443340,0
36 000000004443350,0
36 000000004443361,0
36 000000004443362,0
36 000000004443380,0
36 000000004443400,0
36 000000004443410,0
36 000000004443429,0
36 000000004443590,0
36 000000004443800,0
36 000000004443820,0
36 000000004443840,0
36 000000004443851,0
36 000000004443852,0
36 000000004443861,0
36 000000004443862,0
36 000000004445010,0
36 000000004445020,0
36 000000004445030,0
36 000000004445040,0
36 000000004445050,0
36 000000004445060,0
36 000000004445070,0
36 000000004445080,0
36 000000004445090,0
36 000000004445100,0
36 000000004445110,0
36 000000004445120,0
36 000000004445130,0
36 000000004445140,0
36 000000004445150,0
36 000000004445160,0
36 000000004445170,0
36 000000004445180,0
36 000000004445190,0
36 000000004445200,0
36 000000004445210,0
36 000000004445220,0
36 000000004445230,0
36 000000004445260,0
36 000000004445270,0
36 000000004445280,0
36 000000004445290,0
36 000000004445320,0
36 000000004453010,0
36 000000004453020,0
36 000000004453030,0
36 000000004453040,0
36 000000004454020,0
36 000000004454030,0
36 000000004454060,0
36 000000004454080,1
36 000000004454090,1
36 000000004454100,1
36 000000004454110,0
36 000000004454120,0
36 000000004454130,0
36 000000004454140,0
36 000000004454150,0
36 000000004454160,0
36 000000004454170,0
36 000000004454190,1
36 000000004454200,1
36 000000004454240,0
36 000000004454290,1
36 000000005006599,922
36 000000005017820,1138
36 000000005025530,1172
36 000000005040010,1191
36 000000005043981,1
36 000000005043982,1
36 000000005045751,0
36 000000005045752,0
36 000000005060381,1175
36 000000005060382,1175
36 000000005068199,0
36 000000005068299,0
36 000000005075439,0
36 000000005200050,0
36 000000005503400,1158
36 000000005514829,0
36 000000005516290,0
36 000000005516341,1345
36 000000005516342,1345
36 00000000551634A,1286
36 00000000551634B,1298
36 00000000551634C,1300
36 000000005521180,0
36 000000005521209,567
36 000000005521217,68162
36 000000005521218,68341
36 000000005521229,325
36 000000005521239,1
36 00000000552123A,1
36 00000000552123C,1
36 00000000552123D,1
36 00000000552123E,1
36 000000005521240,0
36 000000005521257,1337
36 000000005521258,1337
36 000000005521269,331
36 00000000552126B,321
36 000000005521889,1966
36 000000005522507,1339
36 000000005522508,1339
36 000000005523040,48812
36 000000005523051,11154
36 000000005523052,11134
36 000000005523069,8462
36 000000005523220,6787
36 000000005523230,8545
36 000000005523240,12492
36 000000005523630,7209
36 000000005524500,11515
36 000000005524510,11432
36 000000006012240,0
36 000000006046330,0
36 000000006062761,0
36 000000006062762,0
36 000000006064850,0
36 000000007708440,0
36 000000007709000,0
36 4870001P0000000,0
37 2NC0328,0
37 2NCA129,0
37 000000000000G14,0
37 000000000130025,0
37 000000000130353,0
37 000000000150001,1
37 000000000150007,0
37 000000000150038,1
37 000000000150157,1
37 000000000190013,0
37 000000000190014,0
37 000000000190071,0
37 000000000190198,0
37 000000000190229,0
37 000000000310006,0
37 000000000310012,0
37 000000000310013,1769
37 000000000310014,0
37 000000000310045,0
37 000000000310068,10
37 000000000310119,0
37 000000000490060,0
37 000000000490083,0
37 000000000490084,0
37 000000000490222,0
37 000000000490231,0
37 000000000490236,0
37 000000000530016,2
37 000000000530035,2
37 000000000550009,1
37 000000000550012,0
37 000000000550054,4
37 000000000550072,1
37 000000000630117,0
37 000000000910009,0
37 000000000910032,1
37 000000000910153,1
37 000000000950020,0
37 000000000950022,0
37 000000001290011,78
37 000000001290012,0
37 000000001290013,3879
37 000000001290027,401
37 000000001290030,0
37 000000001290031,0
37 000000001290048,0
37 000000001290049,0
37 000000001290103,1
37 000000001330017,0
37 000000001330028,0
37 000000001330253,1
37 000000001370015,0
37 000000001370053,0
37 000000001390019,0
37 000000001390027,0
37 000000001410016,0
37 000000001430014,0
37 000000001430080,0
37 000000001470127,0
37 000000001590244,0
37 000000001770002,0
37 000000001770007,0
37 000000001870015,1
38 0023046203,0
38 0058008514,0
38 0085181526,0
38 0094156609,0
38 0094920914,0
38 011801000015287,0
38 0200924623,0
38 0810000846,0
39 0406635,1527
39 0503088,0
39 0705950,0
39 0706396,0
39 0706397,0
39 0800333,0
39 0801305,0
39 0936871,0
39 1502387,0
39 1502388,0
39 1502395,0
39 1502396,0
39 1502698,0
39 1800035,5317
39 1800930,5249
39 1801503,4709
39 1808788,2004
39 1809431,1912
39 1811991,823
39 1833758,4978
39 1869264,5198
39 1869345,5288
39 1869604,4992
39 1869728,1955
39 1869981,5409
39 2200031,0
39 2200090,0
39 2201984,61
39 2229463,0
39 2230186,0
39 2534126,0
39 2701464,0
39 3101584,0
39 3101975,0
39 3102475,0
39 3107787,0
39 3117278,0
39 3117286,0
39 3117677,0
39 3117685,0
39 3130142,0
39 3502392,0
39 3530248,0
39 3601502,0
39 4100964,0
39 4101960,0
39 4400089,0
39 4400992,0
39 4401018,0
39 4401174,0
39 4401263,0
39 4404084,0
39 4602315,0
39 4603524,0
39 4700813,370
39 4707443,155
39 4800303,925
39 4802765,770
39 4802767,773
39 4805909,1354
39 4805917,1352
39 4829956,0
39 4860004,1113
39 5300916,0
39 5301874,0
39 5531977,0
39 5602866,0
39 5800129,0
39 5801133,0
39 6031308,0
39 6200338,0
39 6200788,0
39 6201628,0
39 7200579,0
39 7234230,0
39 7300026,0
39 7306830,0
39 8401225,0
39 8401227,0
39 8401608,0
39 8402108,0
39 8402485,0
39 8402906,0
39 8404380,0
39 8430128,0
39 8490007,0
39 8702463,0
39 CEPORHKY4028601,0
40 095440000000000,0
40 138200000000000,0
40 142100000000000,0
40 155850000000000,0
40 155860000000000,0
40 155870000000000,0
40 158580000000000,0
40 158590000000000,0
40 158680000000000,0
40 170440000000000,0
40 170510000000000,0
40 176010000000000,0
40 176030000000000,0
40 176040000000000,0
40 176090000000000,0
40 176110000000000,0
40 179540000000000,0
40 179570000000000,0
40 179580000000000,0
40 179600000000000,0
40 179610000000000,0
40 179620000000000,0
40 181470000000000,0
40 192470000000000,0
40 241090000000000,0
40 258220000000000,0
40 260350000000000,0
40 262780000000000,0
40 287400000000000,0
40 302670000000000,0
40 306470000000000,0
40 306480000000000,0
40 309890000000000,0
40 312960000000000,0
40 312990000000000,0
40 314350000000000,0
40 314360000000000,0
40 314380000000000,0
40 314570000000000,0
40 314800000000000,0
40 315320000000000,0
40 315840000000000,0
40 316830000000000,0
40 316930000000000,0
40 317510000000000,0
40 317920000000000,0
40 318360000000000,0
40 319300000000000,0
40 319710000000000,0
40 320150000000000,0
40 320610000000000,0
40 321020000000000,0
40 321620000000000,0
40 322490000000000,0
40 322500000000000,0
40 322560000000000,0
40 322570000000000,0
40 323080000000000,0
40 323760000000000,0
40 323780000000000,0
40 323820000000000,0
40 323830000000000,0
40 323850000000000,0
40 324800000000000,0
40 324850000000000,0
40 325080000000000,0
40 325210000000000,0
40 325320000000000,0
40 326110000000000,0
40 328030000000000,0
40 328050000000000,0
40 328090000000000,0
40 328110000000000,0
40 329190000000000,0
40 330610000000000,0
40 330740000000000,0
40 330940000000000,0
40 331480000000000,0
40 331780000000000,0
40 331810000000000,0
41 00123K030 02590,0
41 00200A026 10236,0
41 00330 105 00689,1249
41 00357 003 01143,0
41 00511 000000000,971
41 00574F009 04561,0
41 00583E058 02909,0
41 00598D244 01678,0
41 00711 105 00478,0
41 00849A042X00043,0
41 01000B455 02839,0
41 01025D031 01044,0
41 01132F241 00051,6
41 01143D009 35798,0
41 01173D009 16473,0
41 01372A871 00007,0
41 01377A001 30838,1960
41 01463A007 26681,0
41 01582 164 00624,0
41 01746B009 15554,0
41 01820 009 14168,4
41 01820B009 14182,4
41 01821E009 19098,0
41 01822 009 21111,4
41 01823 009 23403,379
41 01823A009 23368,370
41 01823B009 23433,386
41 01827B 02W 0925,0
41 01940G240 00839,905
41 02046 02WC04892,23844
41 02230A070 00039,0
41 02254A001 28311,0
41 02278E241 00223,3
41 02320A102 00460,0
41 02376B001 28951,0
41 02459 009 12761,0
41 02478C009 23920,6
41 02513A002600405,0
41 02529 061 00332,1161
41 02728 210 00013,0
41 02757 000000000,537
41 02758 000000000,914
41 03166B009 24181,0
41 03184A244 00728,0
41 04335A455Y02130,0
41 05054 026 00077,0
41 05789A005300000,0
41 060609000001455,0
41 061405000003071,0
41 06497 123 00091,4268
41 06514A009 24181,0
41 06635Q004 00000,0
41 06645 002C06462,0
41 06683 01WX00036,982
41 06757 000000000,1081
41 07020 009 25965,0
41 07176 241 00373,0
41 07253B030 02595,0
41 07333 001 30838,1908
41 07949C009 00241,23369
41 07949E00900254,8477
41 08107E006 37792,0
41 08107W006 37792,0
41 08306 009 00491,22941
41 08328 001 30038,40
41 08979 012 07080,0
41 09179 210 00013,0
41 09195 018600073,0
41 09403 064 00913,0
41 09555 064 02632,1
41 09806 031 01045,0
41 09906 009 12016,0
41 11226A105 00017,596
41 11315A885 00005,0
41 11366A915 00288,0
41 13811 455Y01366,0
41 16056 000000000,0
41 16057 000000000,0
41 16188 064 02525,0
41 16424 070 00040,0
41 16526 001 30759,47
41 18028 007200100,0
41 18175 009 21046,4
41 18544 009 23309,357
41 19663 000 00016,0
41 19C500  48  017,4
41 19C509 195  001,0
41 20136 000000000,4676
41 21493 000 00001,0
41 22258 000 00000,1
41 22627 045 01643,0
41 25B105000 00000,15722
41 CEPNPPOR000BD12,0
41 T02728 21000013,0
42 000000000000488,0
42 000000000000535,0
42 000000000000712,0
42 000000000000897,0
42 000000000000952,0
42 000000000001011,0
42 000000000001014,0
42 000000000001019,0
42 000000000001020,0
42 000000000001022,0
42 000000000001023,0
42 000000000001027,0
42 000000000001108,0
42 000000000001116,0
42 000000000001120,0
42 000000000001244,0
42 000000000001310,0
42 000000000001366,0
42 000000000001380,0
42 000000000001475,0
42 000000000001552,0
42 000000000001640,0
42 000000000001651,0
42 000000000001668,0
42 000000000001672,0
42 000000000001674,0
42 000000000001742,0
42 000000000001808,0
42 000000000001876,0
42 000000000001966,0
42 000000000002381,0
42 000000000002382,0
42 000000000002383,0
42 000000000002384,0
42 000000000002388,0
42 000000000002503,0
42 000000000002574,0
42 000000000002666,0
42 000000000002777,0
42 000000000002813,0
42 000000000002820,0
42 000000000002821,0
42 000000000003085,0
42 000000000003157,0
42 000000000003442,0
42 000000000003482,0
42 000000000003522,0
42 000000000003593,0
42 000000000003783,0
42 000000000003894,0
42 000000000003900,0
42 000000000006764,1795
42 000000000007590,1822
42 000000000014926,22767
42 000000000014959,22854
42 000000000015452,33253
42 000000000022323,0
42 000000000022324,0
42 000000000022485,0
42 000000000024943,0
42 000000000028954,0
42 000000000029008,0
42 000000000029046,0
42 000000000029048,0
42 000000000034398,0
42 000000000034533,0
42 000000000034863,0
42 000000000035024,0
42 000000000038389,0
42 000000000038530,18883
42 000000000038666,20009
42 000000000038742,1827
42 000000000038898,3
42 000000000038906,0
42 000000000038938,0
42 000000000038987,7
42 000000000038999,0
42 000000000039190,18940
42 000000000039199,3880
42 000000000039265,5341
42 000000000039272,1833
42 000000000040339,0
42 000000000040785,0
42 000000000040862,0
42 000000000041623,1849
42 000000000043172,0
42 000000000043180,0
42 000000000045768,0
42 000000000046492,0
42 000000000046493,0
42 000000000048002,0
42 000000000048298,0
42 000000000048537,0
42 000000000048978,0
42 000000000054444,0
42 000000000069671,18449
42 4870001P0000000,0
44 000000000001935,0
44 000000000002000,1661
44 000000000002505,0
44 000000000003000,122
44 000000000006005,345
44 000000000008000,1
44 000000000009000,6255
44 000000000010810,1639
44 000000000011365,0
45 2SC0896,0
45 000000000000024,0
45 000000000000174,0
45 000000000000228,1
45 000000000000356,0
45 000000000000686,0
45 000000000000687,0
45 000000000000793,0
45 000000000000924,0
45 000000000000926,0
45 000000000001170,0
45 000000000001287,0
45 000000000001288,1
45 000000000001289,1
45 000000000001303,21595
45 000000000001348,29793
45 000000000001793,0
45 000000000001823,0
45 000000000001840,0
45 000000000001931,0
45 000000000002265,0
45 000000000002297,0
45 000000000002298,0
45 000000000002300,0
45 000000000002301,0
45 000000000002302,0
45 000000000002303,1
45 000000000002662,0
45 000000000002668,1
45 000000000002996,0
45 000000000003186,0
45 000000000003607,1
45 000000000003636,1
45 000000000003784,0
45 000000000003787,0
45 000000000004147,0
45 000000000004443,0
45 000000000004465,0
45 000000000004518,0
45 000000000004759,0
45 000000000004760,0
45 000000000004792,0
45 000000000005015,0
45 000000000005025,0
45 000000000005032,0
45 000000000005061,0
45 000000000005184,0
45 000000000005196,0
45 000000000005219,0
45 000000000005249,1
45 000000000005258,1
45 000000000005327,0
45 000000000005501,0
45 000000000005692,0
45 000000000005709,0
45 000000000005927,0
45 000000000005960,0
45 000000000006117,0
45 000000000006476,0
45 000000000006479,0
45 000000000006961,0
45 000000000007115,0
45 000000000007329,0
45 000000000007330,0
45 000000000007342,0
45 000000000007425,0
45 000000000007537,0
45 000000000007538,0
45 000000000007650,0
45 000000000007653,0
45 000000000007777,0
45 000000000007889,0
45 000000000008138,11657
45 000000000008159,0
45 000000000008222,0
45 000000000008233,14
45 000000000008235,14572
45 000000000008238,13907
45 000000000008372,0
45 000000000008413,0
45 000000000008516,13037
45 000000000008517,4
45 000000000008526,16
45 000000000008527,9513
45 000000000008528,9637
45 000000000008529,10041
45 000000000008617,29935
45 000000000008624,1
45 000000000008713,0
45 000000000008714,0
45 000000000008719,0
45 000000000008720,3
45 000000000008750,0
45 000000000008999,1
45 000000000009396,0
45 000000000009558,2
45 000000000009718,0
45 000000000009719,0
45 000000000009722,0
45 000000000009824,30587
45 000000000009854,0
45 000000000009889,1
45 000000000009957,0
45 000000000009973,0
45 000000000010016,0
45 000000000010088,0
45 000000000010089,0
45 000000000010094,0
45 000000000010095,0
45 000000000010107,0
45 000000000010185,1131
45 000000000010203,0
45 000000000010262,0
45 000000000010519,0
45 000000000010532,0
45 000000000010538,0
45 000000000010574,0
45 000000000010658,0
45 000000000010709,0
45 000000000010794,0
45 000000000010805,0
45 000000000010808,0
45 000000000010828,0
45 000000000010869,11541
45 000000000010961,0
46 000000008061094,0
46 000000008068084,0
46 000000012085080,0
46 000000014104249,0
46 000000033100118,0
46 000000054056158,0
46 000000065000020,0
46 CEPMROSD0000009,0
47 010A0880003,0
47 01I00750023,0
47 01I00750024,0
47 01S24740001,0
47 01SR0090015,0
47 01SR0610015,0
47 01SR0610016,0
47 01SR0620001,0
47 03I00400009,0
47 03SR0010023,0
47 06I00750027,0
47 06I00750028,0
47 06SR0020015,0
47 11SR0490009,0
47 14SR0520011,0
47 14SR0530007,0
47 19053330001,0
47 19F00210005,0
47 19I00240119,0
47 19I00240120,0
47 19I00400137,0
47 19I00650145,0
47 19L32580001,0
47 19M32440001,0
47 19S63260013,0
47 19S63260014,0
47 19SR0060015,0
47 19SR0120005,0
47 19SR0240021,0
47 19SR1550029,0
47 20SR0200013,0
47 23I01550001,0
47 33006030001,0
47 33035460001,0
47 33FA0271001,0
47 33FA0940003,0
47 33SR0080007,0
47 36SR0150009,0
47 36SR1140001,0
47 40SR0760021,0
47 43017960001,0
47 43S63730003,0
47 43SR0130013,0
47 44SR0560009,0
47 44SR0852005,0
47 47I00400099,0
47 47I01400037,0
47 47L37750001,0
47 47SR0330011,0
47 47SR1150009,0
47 47X00710001,0
47 53I00750015,0
47 53I00750016,0
47 53SR0020005,0
47 53SR0950009,0
47 53SR0950010,0
47 53SR0950011,0
47 58I00240043,0
47 58SR0020023,0
47 58SR1560001,0
47 61SR0580003,0
47 61SR0600001,0
47 62E00010001,0
47 62S24150001,0
47 62SR0330003,0
47 63I00240013,0
47 63I00240014,0
47 63S61180001,0
47 63S62701005,0
47 63S63630003,0
47 63SR0120013,0
47 63SR0130007,0
47 63SR0130015,0
47 72SR0300013,0
47 73023740005,0
47 73I00400013,0
47 73S24010001,0
47 73SR0010007,0
47 73SR0290003,0
47 73SR0580001,0
47 73SR0580003,0
47 75E00720007,0
47 75F00030001,0
47 75F00090001,0
47 79028040001,0
47 79I00400001,0
47 79I00400143,0
47 79I00400145,0
47 79I00550101,0
47 800A3920001,0
47 80SR0250015,0
47 81SR0760007,0
47 85SR1410005,0
47 95SR0100017,0
47 95SR1090009,0
47 33SR1530021,0
47 36SR1280001,0
47 53012490001,0
47 5460040P0000000,0
47 72SR0680009,0
48 010920008110365,0
48 090500051301123,0
48 111870021303095,0
48 112280010908023,0
48 112280031901052,0
48 112280047509093,0
48 120200018806036,0
48 120200018806037,0
48 120200058601013,14721
48 120200058701005,7533
48 120200097701001,0
48 120200100301012,0
48 120200100401006,0
48 120200252402004,0
48 120200AA0887005,1
48 120200C00490002,276
48 120200C00490003,272
48 120850036702023,0
48 120850038906068,2
48 120850038906117,2
48 120850050001373,0
48 120850050001374,0
48 120850050004030,0
48 120850AA0276001,1
48 120850AA0276308,1
48 120850AA0709001,0
48 120850B00535001,0
48 120850B00535002,0
48 120850B00790001,5913
48 120850CC0050001,0
48 120850L00961001,1
48 121020002710062,3152
48 121020002710063,2969
48 121020027115377,11530
48 121020038905081,1
48 121020038905364,1
48 121020038912089,96272
48 121020038912090,96273
48 121020168503038,0
48 121020168503039,0
48 121020318701002,0
48 121020325603075,65984
48 121020B30433565,9660
48 121020B34713149,0
48 121020B40177004,0
48 121020B42473004,29836
48 121020B67161001,0
48 130290017910061,2546
48 130290018001034,0
48 131580060401004,0
48 131580084603014,1
48 131580C00005001,0
48 161780010106041,23314
48 161780010106046,22588
48 161780010106063,22586
48 161780061702026,0
48 161780226302004,0
48 161960073801016,0
48 180610F00460002,0
48 200360050802022,0
48 200360050802032,1
48 200360050802179,0
48 200360318702001,0
48 201240030603015,25538
48 201240030603030,26108
48 201240030701014,37594
48 201240236701001,31478
48 201240236701003,37065
48 201810002809504,3751
48 201810002809505,3749
48 201810030601017,0
48 201810030601021,0
48 201810AA2690006,0
48 210310033104005,3539
48 210310063002003,0
48 222330002206068,0
48 222330002209070,0
50 200028000807042,0
50 200032B00101012,0
50 200036000207012,0
50 200290000107032,0
51 000000000000152,0
51 000000000000357,0
51 000000000001341,0
51 000000000001818,2
51 000000000001826,1
51 000000000004428,1
51 000000000004492,0
51 000000000005708,0
51 000000000006131,0
51 000000000006141,0
51 000000000006228,1
51 000000000006229,1
51 000000000010007,39
51 000000000010364,7356
51 000000000010663,0
51 000000000010685,0
51 000000000011833,0
51 000000000011836,0
51 000000000012088,0
51 000000000012752,0
51 000000000012753,0
51 000000000014031,42
51 000000000014058,1
51 000000000014059,1
51 000000000014069,333
51 000000000014264,1
51 000000000014265,1
51 000000000014774,0
51 000000000014782,0
51 000000000018070,1
51 000000000019221,0
51 000000000019824,16
51 000000000020310,1
51 000000000020352,42174
51 000000000020353,42185
51 000000000020355,41673
51 000000000020381,41688
51 000000000020752,43950
51 000000000020753,43930
51 000000000020913,2
51 000000000020914,2
51 000000000020936,3279
51 000000000020943,0
51 000000000020947,3376
51 000000000020962,3365
51 000000000021023,6433
51 000000000021024,6379
51 000000000021040,0
51 000000000021145,0
51 000000000021177,0
51 000000000021199,3
51 000000000021215,16950
51 000000000021797,1
51 000000000021868,262
51 000000000021891,0
51 000000000021935,0
51 000000000022023,2
51 000000000022024,1
51 000000000022025,2
51 000000000022026,1
51 000000000022029,0
51 000000000022039,4
51 000000000022040,4
51 000000000022060,2
51 000000000022180,1
51 000000000022190,0
51 000000000022191,1
51 000000000022265,0
51 000000000022267,0
51 000000000022278,1
51 000000000022280,1
51 000000000022615,1
51 000000000022617,1
51 000000000022618,1
51 000000000023232,1
51 000000000023233,1
51 000000000023301,0
51 000000000023487,1
51 000000000023705,0
51 000000000024173,1
51 000000000024627,1
51 000000000024817,0
51 000000000024819,0
51 000000000025094,0
51 000000000025227,42
51 000000000025886,0
51 000000000026122,2
51 000000000026123,1
51 000000000026186,0
51 000000000026328,0
51 000000000026411,0
51 000000000026479,1
51 000000000026753,1
51 000000000027128,0
51 000000000027144,1092
51 000000000027293,18
51 000000000027294,18
51 000000000027474,1
51 000000000027534,0
51 000000000027874,0
51 000000000028011,0
51 000000000028635,0
51 000000000028794,1
51 000000000029861,0
51 000000000030154,5
51 000000000030717,3369
51 000000000030831,232
51 000000000031103,1
51 000000000031297,41658
51 000000000031380,42173
51 000000000032008,1
51 080804000003185,0
51 4190001P0000000,0
51 4290026P0000000,336
51 5140206P0000000,0
53 000000HH0000000,0
53 000000JJ0000000,0
53 000000KO0000000,0
53 000000KP0000000,0
53 000000LM0000000,6
53 000000LR0000000,0
53 000000PC0000000,0
53 000000PD0000000,0
53 000000PH0000000,0
53 000000PR0000000,1960
53 0000965A0000000,1
53 0000965C0000000,0
53 0001084A0000000,1572
53 0001447A0000000,3
53 0001457A0000000,0
53 0001929A0000000,0
53 0002069A0000000,0
53 0002311A0000000,1
53 0002348A0000000,0
53 0002376A0000000,16656
53 0002377A0000000,0
53 0002473A0000000,0
53 0002559A0000000,0
53 0002613A0000000,0
53 0002658A0000000,0
53 0003297A0000000,0
53 0003381A0000000,0
53 0003418A0000000,391
53 0003477A0000000,0
53 0003573A0000000,0
53 0003717A0000000,1
53 0003749A0000000,0
53 0003760A0000000,23844
53 0003762A0000000,0
53 0003765B0000000,0
53 0003802B0000000,0
53 0004106A0000000,0
53 0004195A0000000,0
53 0004331A0000000,1
53 0004367A0000000,0
53 0004367B0000000,0
53 0004373A0000000,0
53 0004386A0000000,0
53 0004400A0000000,0
53 0004794A0000000,0
53 0004856A0000000,0
53 0004872A0000000,146
53 0005195A0000000,0
53 0005216A0000000,1908
53 0005452A0000000,4623
53 0005565A0000000,73
53 0005638A0000000,0
53 0005727A0000000,0
53 0005827A0000000,0
53 0006080A0000000,0
53 0006321A0000000,18788
53 0006533A0000000,0
53 0006539A0000000,0
53 0006835A0000000,0
53 0006845A0000000,0
53 0007138A0000000,0
53 0007171A0000000,0
53 0007171B0000000,0
53 0007619A0000000,0
53 0007666D0000000,23511
53 0007868A0000000,0
53 0008226D0000000,0
53 0008226E0000000,0
53 0008256A0000000,1
53 0008256B0000000,1
53 0008264C0000000,0
53 0008266B0000000,2
53 0008382A0000000,0
53 0008382C0000000,0
53 0008382D0000000,0
53 0008390A0000000,0
53 0008400A0000000,0
53 0008494A0000000,0
53 0008566A0000000,0
53 0008574A0000000,1551
53 0008610A0000000,0
53 0008610B0000000,0
53 0008610E0000000,0
53 0008610G0000000,0
53 0008655A0000000,0
53 0008759C0000000,19725
53 0008759D0000000,19733
53 0008842A0000000,0
53 0009100A0000000,18774
53 0009102A0000000,0
53 0009107A0000000,0
53 0010833A0000000,1
53 0010850A0000000,0
53 0011490A0000000,0
53 0011612A0000000,0
53 0011964A0000000,0
53 0012042A0000000,0
53 0012042B0000000,0
53 0012641A0000000,0
53 0012800A0000000,0
53 0012819A0000000,0
53 0012833B0000000,0
53 0012833C0000000,0
53 0012912A0000000,0
53 0013358A0000000,0
53 0013743A0000000,0
53 0014459A0000000,151
53 0015511A0000000,14
53 0016441A0000000,391
53 0016525A0000000,0
53 0016525B0000000,0
53 0016525C0000000,0
53 0017926A0000000,78
53 0017948A0000000,0
53 0018066A0000000,0
53 0018066B0000000,0
53 0018066C0000000,0
53 0018105A0000000,0
53 0018625A0000000,0
53 0019015B0000000,0
53 002005190000000,0
53 002005200000000,0
53 079969000000000,0
53 080439000000000,0
53 080624000000000,0
53 080725000000000,0
53 081192000000000,0
53 082097000000000,0
53 083461000000000,0
53 083744000000000,0
53 084670000000000,0
53 084708000000000,0
53 084845000000000,0
53 085179000000000,0
53 085278000000000,0
53 085283000000000,0
53 085302000000000,7773
53 085555000000000,0
53 085944000000000,7857
53 086506000000000,1
53 087257000000000,0
53 087578000000000,0
53 088701000000000,2
54 00000000005A060,0
54 00000000005A088,0
54 00000000006A168,0
54 00000000006A215,0
54 00000000006A222,0
54 00000000006A262,0
54 00000000010A020,0
54 00000000015A023,0
54 00000000015A024,0
54 00000000015A025,0
54 00000000015A026,0
54 00000000015A801,0
54 00000000018A183,0
54 00000000020A146,0
54 00000000020A336,1
54 00000000020A337,0
54 00000000020A360,0
54 00000000020A364,0
54 00000000020A387,0
54 00000000020A397,1
54 00000000020A430,1
54 00000000020A431,1
54 00000000020A639,0
54 00000000020A640,0
54 00000000020A735,0
54 00000000020A769,1
54 00000000020A842,0
54 00000000020A857,0
54 00000000020A901,1
54 00000000020A902,1
54 00000000020A903,1
54 00000000020A904,1
54 00000000020A905,1
54 00000000025A109,0
54 00000000025A189,0
54 00000000025A227,0
54 00000000025A242,0
54 00000000025A248,0
54 00000000025A279,0
54 00000000026A084,0
54 00000000027A063,0
54 00000000027A146,0
54 00000000027A171,0
54 00000000027A196,0
54 00000000030A109,0
54 00000000030A187,0
54 00000000030A188,0
54 00000000030A196,0
54 00000000030A197,0
54 00000000030A282,0
54 00000000031A051,0
54 00000000031A170,0
54 00000000031A286,0
54 00000000035A061,0
54 00000000035A090,0
54 00000000035A123,0
54 00000000037A027,0
54 00000000037A028,0
54 00000000040A035,0
54 00000000040A123,0
54 00000000040A182,0
54 00000000040A189,0
54 00000000050A170,0
54 00000000050A182,0
54 00000000050A183,0
54 00000000052A007,0
54 00000000054A037,0
54 00000000054A103,0
54 00000000054A141,0
54 00000000054A159,0
54 00000000054A172,0
54 00000000054A200,0
54 00000000054A205,0
54 00000000054A216,0
54 00000000054A217,0
54 00000000054A246,0
54 00000000054A907,0
54 CEPORHWV5029307,0
55 0000F55432B0333,0
55 090201000001001,0
55 090201000001002,0
55 090201000001004,0
55 090201000001005,0
55 090201000001006,0
55 090202000001007,0
55 090202000001011,0
55 090202000001018,0
55 090202000001021,0
55 090202000001024,0
55 090202000001025,0
55 090203000001028,0
55 090203000001029,0
55 090203000001030,0
55 090203000001032,0
55 090203000001033,0
55 090203000001035,0
55 090203000001036,0
55 090204000001009,0
55 090204000001013,0
55 090204000001014,0
55 090204000001015,0
55 090204000001016,0
55 090204000001020,0
55 090204000001022,0
55 090204000001023,0
55 090204000001026,0
55 B05013400130000,588
55 B05014900000000,0
55 B05015800100000,1246
55 B05026900020000,977
55 B05031100000000,1139
55 B05033900000000,0
55 B05038100000000,0
55 B06007900000000,0
55 B09038900000000,0
55 B12000900000000,0
55 B12002700000000,0
55 B12002800000000,0
55 B15000400030000,155
55 B15002300020000,385
55 B16000500000000,8104
